# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	locus_tag	feature_interval_length	product_length	old_locus_tag
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	144767	146095	+	WP_010951531.1	WP_010951531.1		glutamate/aspartate:proton symporter GltP	gltP	PP_RS00705	1329	442	PP_0137
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	146243	147472	+	WP_010951532.1	WP_010951532.1		spore maturation protein		PP_RS00710	1230	409	PP_0138
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	147454	148089	-	WP_010951533.1	WP_010951533.1		lipoprotein		PP_RS00715	636	211	PP_0139
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	148086	149024	-	WP_010951534.1	WP_010951534.1		MCE family protein		PP_RS00720	939	312	PP_0140
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	149028	149819	-	WP_010951535.1	WP_010951535.1		ATP-binding cassette domain-containing protein		PP_RS00725	792	263	PP_0141
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	149816	150949	-	WP_010951536.1	WP_010951536.1		ABC transporter permease		PP_RS00730	1134	377	PP_0142
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	151081	152106	-	WP_010951537.1	WP_010951537.1		DUF2914 domain-containing protein		PP_RS00735	1026	341	PP_0143
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	152200	153606	-	WP_010951538.1	WP_010951538.1		insulinase family protein		PP_RS00740	1407	468	PP_0144
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	153637	155295	-	WP_010951539.1	WP_010951539.1		Na/Pi cotransporter family protein		PP_RS00745	1659	552	PP_0145
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	155578	156348	-	WP_049588412.1	WP_049588412.1		TerC family protein		PP_RS00750	771	256	PP_0146
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	156418	157725	-	WP_010951541.1	WP_010951541.1		CitMHS family transporter		PP_RS00755	1308	435	PP_0147
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	157993	158394	+	WP_049588409.1	WP_049588409.1		GFA family protein		PP_RS00760	402	133	PP_0148
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	158433	160388	-	WP_010951543.1	WP_010951543.1		DUF4105 domain-containing protein		PP_RS00765	1956	651	PP_0149
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	160385	160705	-	WP_003252932.1	WP_003252932.1		DUF2388 domain-containing protein		PP_RS00770	321	106	PP_0150
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	160742	161035	-	WP_010951544.1	WP_010951544.1		DUF2388 domain-containing protein		PP_RS00775	294	97	PP_0151
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	161125	161442	-	WP_014589278.1	WP_014589278.1		DUF2388 domain-containing protein		PP_RS00780	318	105	PP_0152
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	161751	161966	-	WP_003252924.1	WP_003252924.1		DUF1127 domain-containing protein		PP_RS00785	216	71	PP_0153
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	162340	163833	-	WP_003252922.1	WP_003252922.1		acetyl-CoA hydrolase/transferase family protein		PP_RS00790	1494	497	PP_0154
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	164020	165456	-	WP_003252919.1	WP_003252919.1		NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta		PP_RS00795	1437	478	PP_0155
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	165459	165773	-	WP_003252914.1	WP_003252914.1		NAD(P) transhydrogenase subunit alpha		PP_RS00800	315	104	PP_5747
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	165785	166906	-	WP_020191551.1	WP_020191551.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha		PP_RS00805	1122	373	PP_0156
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	167326	168243	-	WP_010951546.1	WP_010951546.1		LysR family transcriptional regulator		PP_RS00810	918	305	PP_0157
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	168404	169585	+	WP_010951547.1	WP_010951547.1		acyl-CoA dehydrogenase		PP_RS00815	1182	393	PP_0158
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	169599	170819	+	WP_010951548.1	WP_010951548.1		CoA transferase		PP_RS00820	1221	406	PP_0159
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	171374	172910	+				16S ribosomal RNA		PP_RS00825	1537		PP_16SA
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	173203	176095	+				23S ribosomal RNA		PP_RS00830	2893		PP_23SA
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	176239	176354	+				5S ribosomal RNA	rrf	PP_RS00835	116		PP_5SA
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	176804	178340	+				16S ribosomal RNA		PP_RS00840	1537		PP_16SB
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	178633	181525	+				23S ribosomal RNA		PP_RS00845	2893		PP_23SB
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	181669	181784	+				5S ribosomal RNA	rrf	PP_RS00850	116		PP_r01
rRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	181894	182009	+				5S ribosomal RNA	rrf	PP_RS00855	116		PP_5SB
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	182076	184490	-	WP_049588104.1	WP_049588104.1		TonB-dependent siderophore receptor		PP_RS00860	2415	804	PP_0160
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	184656	185612	-	WP_010951550.1	WP_010951550.1		FecR family protein		PP_RS00865	957	318	PP_0161
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	185617	186120	-	WP_049588107.1	WP_049588107.1		sigma-70 family RNA polymerase sigma factor		PP_RS00870	504	167	PP_0162
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	186227	186916	-	WP_010951552.1	WP_010951552.1		GntR family transcriptional regulator		PP_RS00875	690	229	PP_0163
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	187120	187881	+	WP_172835033.1	WP_172835033.1		transglutaminase-like cysteine peptidase		PP_RS00880	762	253	PP_0164
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	187892	189838	+	WP_010951554.1	WP_010951554.1		EAL domain-containing protein		PP_RS00885	1947	648	PP_0165
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	189995	191353	-	WP_172830945.1	WP_172830945.1		HlyD family type I secretion periplasmic adaptor subunit		PP_RS00890	1359	452	PP_0166
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	191361	193517	-	WP_003256004.1	WP_003256004.1		type I secretion system permease/ATPase		PP_RS00895	2157	718	PP_0167
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	194495	220543	+	WP_010951556.1	WP_010951556.1		type I secretion C-terminal target domain-containing protein		PP_RS00900	26049	8682	PP_0168
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	220689	221030	+	WP_003255921.1	WP_003255921.1		hypothetical protein		PP_RS00905	342	113	PP_5431
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	221229	222128	+	WP_010951557.1	WP_010951557.1		TauD/TfdA family dioxygenase		PP_RS00910	900	299	PP_0169
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	222146	223165	+	WP_010951558.1	WP_010951558.1		ABC transporter substrate-binding protein		PP_RS00915	1020	339	PP_0170
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	223172	224035	+	WP_010951559.1	WP_010951559.1		ABC transporter ATP-binding protein		PP_RS00920	864	287	PP_0171
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	224050	224913	+	WP_010951560.1	WP_010951560.1		ABC transporter permease		PP_RS00925	864	287	PP_0172
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	225031	225591	-	WP_003255912.1	WP_003255912.1		WYL domain-containing protein		PP_RS00930	561	186	PP_0173
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	225799	226593	+	WP_049588031.1	WP_049588031.1		sel1 repeat family protein		PP_RS00935	795	264	PP_0174
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	226726	227178	+	WP_010951563.1	WP_010951563.1		winged helix DNA-binding protein		PP_RS00940	453	150	PP_0175
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	227175	229262	+	WP_010951564.1	WP_010951564.1		FUSC family protein		PP_RS00945	2088	695	PP_0176
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	229259	229471	+	WP_003255905.1	WP_003255905.1		DUF1656 domain-containing protein		PP_RS00950	213	70	PP_0177
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	229468	230343	+	WP_010951565.1	WP_010951565.1		HlyD family secretion protein		PP_RS00955	876	291	PP_0178
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	230340	231758	+	WP_010951566.1	WP_010951566.1		TolC family protein		PP_RS00960	1419	472	PP_0179
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	231869	233812	+	WP_049588034.1	WP_049588034.1		FTR1 family protein		PP_RS00965	1944	647	PP_0180
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	233875	234120	-	WP_003255900.1	WP_003255900.1		TIGR02647 family protein		PP_RS00970	246	81	PP_0181
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	234190	234492	-	WP_010951568.1	WP_010951568.1		hypothetical protein		PP_RS00975	303	100	PP_0182
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	234641	235303	+	WP_010951569.1	WP_010951569.1		glutathione S-transferase		PP_RS00980	663	220	PP_0183
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	235428	236822	-	WP_049588037.1	WP_049588037.1		argininosuccinate lyase	argH	PP_RS00985	1395	464	PP_0184
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	237120	237863	+	WP_010951571.1	WP_010951571.1		response regulator transcription factor		PP_RS00990	744	247	PP_0185
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	237982	238923	+	WP_003255895.1	WP_003255895.1		hydroxymethylbilane synthase	hemC	PP_RS00995	942	313	PP_0186
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	238920	239687	+	WP_010951572.1	WP_010951572.1		uroporphyrinogen-III synthase		PP_RS01000	768	255	PP_0187
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	239733	240833	+	WP_049588039.1	WP_049588039.1		uroporphyrinogen-III C-methyltransferase		PP_RS01005	1101	366	PP_0188
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	240830	242068	+	WP_010951574.1	WP_010951574.1		heme biosynthesis protein HemY		PP_RS01010	1239	412	PP_0189
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	242291	242797	+	WP_010951575.1	WP_010951575.1		disulfide bond formation protein B		PP_RS01015	507	168	PP_0190
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	243029	243499	+	WP_003255887.1	WP_003255887.1		Rsd/AlgQ family anti-sigma factor		PP_RS01020	471	156	PP_0191
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	243508	244146	-	WP_049588040.1	WP_049588040.1		FKBP-type peptidyl-prolyl cis-trans isomerase		PP_RS01025	639	212	PP_0192
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	244325	245314	+	WP_010951578.1	WP_010951578.1		AlgP family protein		PP_RS01030	990	329	PP_0194
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	245293	245772	-	WP_010951579.1	WP_010951579.1		TIGR02444 family protein		PP_RS01035	480	159	PP_0195
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	245823	247733	+	WP_010951580.1	WP_010951580.1		ATP-binding cassette domain-containing protein		PP_RS01040	1911	636	PP_0196
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	247733	248320	+	WP_010951581.1	WP_010951581.1		mechanosensitive ion channel family protein		PP_RS01045	588	195	PP_0197
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	248420	249052	+	WP_010951582.1	WP_010951582.1		LysE family transporter		PP_RS01050	633	210	PP_0198
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	249101	249853	-	WP_049588043.1	WP_049588043.1		slipin family protein		PP_RS01055	753	250	PP_0199
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	249856	251202	-	WP_010951584.1	WP_010951584.1		nodulation protein NfeD		PP_RS01060	1347	448	PP_0200
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	251301	251759	+	WP_049588045.1	WP_049588045.1		YbaK/EbsC family protein		PP_RS01065	459	152	PP_0201
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	251821	252063	+	WP_020190423.1	WP_020190423.1		DUF2789 domain-containing protein		PP_RS01070	243	80	PP_5432
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	252133	252771	+	WP_003255871.1	WP_003255871.1		hypothetical protein		PP_RS01075	639	212	PP_5433
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	252778	253215	-	WP_010951586.1	WP_010951586.1		CBS domain-containing protein		PP_RS01080	438	145	PP_0202
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	253386	255116	-	WP_010951587.1	WP_010951587.1		dipeptidase		PP_RS01085	1731	576	PP_0203
tRNA		GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	255279	255355	-				tRNA-Arg		PP_RS01090	77		PP_t74
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	255569	256318	+	WP_010951588.1	WP_010951588.1		GntR family transcriptional regulator		PP_RS01095	750	249	PP_0204
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	256315	258039	+	WP_010951589.1	WP_010951589.1		fumarate reductase/succinate dehydrogenase flavoprotein subunit		PP_RS01100	1725	574	PP_0205
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	258102	258347	+	WP_010951590.1	WP_010951590.1		ferredoxin family protein		PP_RS01105	246	81	PP_0206
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	258467	259873	+	WP_010951591.1	WP_010951591.1		ABC transporter substrate-binding protein		PP_RS01110	1407	468	PP_0207
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	259889	260671	+	WP_010951592.1	WP_010951592.1		ABC transporter permease		PP_RS01115	783	260	PP_0208
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	260671	261522	+	WP_010951593.1	WP_010951593.1		ABC transporter ATP-binding protein		PP_RS01120	852	283	PP_0209
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	261519	262484	+	WP_010951594.1	WP_010951594.1		HEAT repeat domain-containing protein		PP_RS01125	966	321	PP_0210
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	262484	262765	+	WP_010951595.1	WP_010951595.1		DUF971 domain-containing protein		PP_RS01130	282	93	PP_0211
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	263250	264692	+	WP_010951596.1	WP_010951596.1		NADP-dependent succinate-semialdehyde dehydrogenase	gabD	PP_RS01135	1443	480	PP_0213
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	264875	266152	+	WP_003255866.1	WP_003255866.1		4-aminobutyrate--2-oxoglutarate transaminase	gabT	PP_RS01140	1278	425	PP_0214
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	266291	267550	+	WP_010951597.1	WP_010951597.1		response regulator		PP_RS01145	1260	419	PP_0215
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	267641	268669	-	WP_049588052.1	WP_049588052.1		sensor domain-containing diguanylate cyclase		PP_RS01150	1029	342	PP_0216
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	268769	269953	-	WP_010951599.1	WP_010951599.1		delta-9 fatty acid desaturase DesA	desA	PP_RS01155	1185	394	PP_0217
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	270100	271995	+	WP_010951600.1	WP_010951600.1		EAL domain-containing protein		PP_RS01160	1896	631	PP_0218
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	272024	272668	-	WP_010951601.1	WP_010951601.1		ABC transporter permease		PP_RS01165	645	214	PP_0219
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	272658	273767	-	WP_010951602.1	WP_010951602.1		ATP-binding cassette domain-containing protein		PP_RS01170	1110	369	PP_0220
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	273769	274569	-	WP_010951603.1	WP_010951603.1		methionine ABC transporter substrate-binding protein		PP_RS01175	801	266	PP_0221
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	274562	275947	-	WP_010951604.1	WP_010951604.1		LLM class flavin-dependent oxidoreductase		PP_RS01180	1386	461	PP_0222
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	275947	277128	-	WP_049588088.1	WP_049588088.1		SfnB family sulfur acquisition oxidoreductase		PP_RS01185	1182	393	PP_0223
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	277264	278505	-	WP_010951606.1	WP_010951606.1		SfnB family sulfur acquisition oxidoreductase		PP_RS01190	1242	413	PP_0224
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	278819	279577	-	WP_010951607.1	WP_010951607.1		L-cystine ABC transporter ATP-binding protein YecC	yecC	PP_RS01195	759	252	PP_0225
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	279580	280248	-	WP_003255849.1	WP_003255849.1		cystine ABC transporter permease	tcyL	PP_RS01200	669	222	PP_0226
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	280245	281039	-	WP_010951608.1	WP_010951608.1		cystine ABC transporter substrate-binding protein	tcyJ	PP_RS01205	795	264	PP_0227
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	281348	282280	+	WP_003255846.1	WP_003255846.1		serine acetyltransferase		PP_RS01210	933	310	PP_0228
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	282592	284553	+	WP_010951610.1	WP_010951610.1		choline transporter BetT	betT	PP_RS01215	1962	653	PP_0229
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	284616	285449	-	WP_010951611.1	WP_010951611.1		taurine dioxygenase	tauD	PP_RS01220	834	277	PP_0230
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	285498	286337	-	WP_010951612.1	WP_010951612.1		taurine ABC transporter permease TauC	tauC	PP_RS01225	840	279	PP_0231
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	286334	287122	-	WP_010951613.1	WP_010951613.1		taurine ABC transporter ATP-binding subunit	tauB	PP_RS01230	789	262	PP_0232
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	287136	288107	-	WP_003255840.1	WP_003255840.1		taurine ABC transporter substrate-binding protein	tauA	PP_RS01235	972	323	PP_0233
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	288582	289916	+	WP_010951614.1	WP_010951614.1		OprD family porin		PP_RS01240	1335	444	PP_0234
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	290082	290720	+	WP_003255836.1	WP_003255836.1		peroxiredoxin		PP_RS01245	639	212	PP_0235
CDS	with_protein	GCF_000007565.2	Primary Assembly	chromosome		NC_002947.4	290940	291533	+	WP_003255835.1	WP_003255835.1		NADPH-dependent FMN reductase	ssuE	PP_RS01250	594	197	PP_0236
